#     x (arcsec)      y (arcsec)              g1              g2               z
       -875.2209        899.7250         -0.6270         -0.1688           4.861
       -822.5702       -200.0340          0.5656         -0.2640           3.706
       -587.7258         86.8722         -0.1034         -0.0237           2.801
        502.4522       -819.2446          0.0398          0.1375           2.659
       -553.0559        334.9888         -0.0518          0.0960           4.184
       -488.2101       -182.1497         -0.4235         -0.4593           0.961
         54.4671        -85.2551          0.5735          0.7267           5.450
       -206.6235       -725.3855          0.0223          0.7532           4.425
        745.1148       -373.9231         -0.6692         -0.4316           1.719
       -184.9773        325.0890         -0.3768         -0.4900           1.948
       -102.4584        782.0275          0.1668          0.0092           3.194
       -576.5745        273.0541         -0.3018         -0.5445           5.838
        485.7001       -617.7689          0.0340         -0.1776           5.694
       -197.7362       -378.3539          0.1931         -0.1169           0.525
       -438.4804         58.9044         -0.1933         -0.0659           1.993
        761.5422       -863.9231         -0.1344          0.0828           5.587
        771.1297       -413.5138          0.0765         -0.4204           4.794
        133.1459        577.6649          0.0316         -0.4650           2.378
       -755.5501       -280.9252          0.2837         -0.1928           1.842
       -871.5338       -414.6730         -0.4753          0.0979           0.536
        157.7441       -650.0030          0.3485         -0.4432           5.395
        569.9391       -237.2365         -0.0014          0.2086           2.394
       -546.8269        869.0026         -0.0241          0.1406           4.385
        418.2125        745.0503          0.0247          0.0997           3.809
        618.3391       -126.3997         -0.0150         -0.0970           2.651
       -523.3343       -441.9023         -0.0382          0.0818           0.679
       -636.8538        867.5658         -0.1259          0.0263           5.873
         68.4858        754.2390          0.3100         -0.2917           3.063
        780.7211       -553.8680         -0.0029          0.1104           0.560
       -891.9573       -687.8341         -0.0684         -0.1060           1.889
       -433.8293       -397.8208          0.0423         -0.4918           2.862
        324.7551        -68.4011         -0.1293         -0.1252           1.349
        808.6625       -281.9974          0.1605         -0.1945           4.476
        708.1944        363.1893          0.3363          0.5249           2.904
        288.6690       -231.8891         -0.2444          0.4939           2.787
       -756.5576        434.8484         -0.0462          0.4876           0.700
        331.0819       -799.6681         -0.0563          0.0930           5.333
        811.4722       -887.5463         -0.2270          0.0674           5.855
       -613.7351        203.0514         -0.0393         -0.1107           1.084
       -554.2022       -760.4223         -0.1909          0.0463           0.590
       -106.1638        716.4750          0.0202          0.2505           1.522
       -160.1300        514.6833         -0.1622          0.1337           5.690
        860.1462          5.0488          0.0008         -0.1325           5.672
       -563.1488        445.4046         -0.0382          0.1649           2.436
       -803.9930        818.7689         -0.3146          0.0818           0.944
        -58.6641        424.3211          0.8110         -0.0474           4.839
        275.9546       -812.4975         -0.0598         -0.6672           5.029
         69.1328       -109.6184          0.6889          0.3618           3.946
        -19.3372          6.3229         -0.2437         -0.1353           3.281
        -34.2740         30.0009         -0.3178          0.4783           0.444
        564.2503       -312.6944          0.6031         -0.0643           2.660
        731.3050        892.2265          0.1947         -0.2033           1.653
        841.0079        485.5082         -0.1295         -0.2178           0.909
       -846.1764        361.7346         -0.1271          0.1207           1.349
       -197.2891       -274.7102         -0.0630         -0.2105           0.499
         30.5359       -298.3892          0.1566         -0.0474           4.805
       -839.9958       -260.6510         -0.0124         -0.4968           4.523
       -446.8350        880.9629          0.2598          0.2465           5.517
        560.2126        125.9225         -0.7084          0.2126           5.634
        859.3702       -317.0319         -0.6396          0.1579           0.761
       -439.1745        300.3318          0.0871          0.2305           2.548
        690.4572        540.3014         -0.0580         -0.0020           0.875
       -556.9145        753.3847         -0.1971         -0.1388           0.637
        845.0831        254.6895         -0.2060         -0.2689           0.886
       -813.3013        -62.0823          0.0598         -0.1332           0.715
        322.3405        410.3519         -0.0262         -0.2308           3.826
        703.1447       -367.3589         -0.1275         -0.0673           4.039
        451.5252        479.9340          0.1797         -0.2153           2.305
       -883.5311        762.5386         -0.2402          0.6806           4.230
       -504.6894        764.0063          0.0239          0.3590           0.494
       -605.5655        212.2885         -0.5946          0.1122           3.854
        578.9007        304.8328          0.0204         -0.0689           2.467
         35.4951       -423.4590          0.2538         -0.0279           4.396
       -213.2855        614.9220         -0.1826          0.1138           1.601
       -759.6766       -304.2298         -0.3455          0.2688           5.105
       -299.8604        583.4705          0.1154          0.1896           3.003
        477.2874        239.8462         -0.0168         -0.2731           3.336
        776.3477        862.3987         -0.0816          0.1748           0.511
       -880.2428       -710.2324         -0.6377         -0.0417           2.682
       -126.9682       -749.3618         -0.0447          0.3660           5.722
       -828.5520       -158.0502         -0.2616         -0.0271           1.389
       -252.7570       -522.3190          0.0854          0.0150           0.598
        352.6821        470.5164         -0.0116         -0.0864           0.777
       -354.4432        720.3053          0.1556         -0.0111           5.480
         36.0994        608.3328          0.1538         -0.0051           2.284
       -594.5777       -681.2000          0.3181         -0.2923           0.626
        744.0527       -570.6573         -0.1641         -0.6393           4.550
       -879.4996        -47.7372         -0.3793          0.4237           5.270
       -580.2301        855.4577         -0.0972          0.1661           2.535
       -311.1629       -648.0116          0.0172         -0.1347           2.325
        -49.5138       -788.6144         -0.5121         -0.2228           3.323
        -49.2917        356.7697         -0.3354         -0.0358           1.944
       -850.8530       -130.3493          0.4170          0.6452           2.970
         91.2060       -870.5143         -0.1080         -0.0836           5.138
       -395.0800       -493.3442          0.0988         -0.1397           4.239
       -740.4404        170.6868         -0.0817          0.5020           3.964
       -851.1741       -535.8103         -0.1126          0.0608           4.573
        283.5165        438.0740          0.0985         -0.1189           3.718
       -577.4007       -274.8430          0.6425         -0.1555           0.836
        -32.8976       -579.3445          0.2571          0.1963           5.072
       -513.5811       -596.0112         -0.0170         -0.0397           1.616
       -150.7918        891.3325          0.0943          0.0805           4.830
        680.1148       -315.2394          0.3095          0.2249           4.705
        456.3967        495.0224          0.0810          0.1295           3.891
        862.8812        632.2492         -0.0088         -0.7600           2.903
        195.4587        382.6565         -0.7304          0.1674           3.448
        487.6575       -736.6464          0.0231         -0.0587           3.172
       -470.5803        861.8660          0.5968          0.0426           2.928
       -795.1494        372.2775          0.3266          0.2868           3.834
       -857.6063        -45.6369         -0.4525          0.2257           4.352
        172.5777        357.7191         -0.1178          0.4147           3.377
        782.8056       -792.2571          0.2691         -0.5583           1.042
        -70.2615        765.3593         -0.6513         -0.0466           4.268
         28.8925        862.8337          0.1493          0.1741           3.718
       -159.8908       -297.9271         -0.0297         -0.2670           3.826
       -532.7778          5.7987         -0.5839         -0.1115           5.168
       -589.7241       -182.4896         -0.0621          0.0777           0.715
       -271.9378       -406.8310         -0.0637         -0.1791           3.729
        779.2276        348.3997         -0.3009         -0.0529           2.163
        321.4922        521.6392         -0.5494          0.2619           2.448
        582.0273       -655.1670          0.1878          0.0544           1.593
       -670.5450        203.7299         -0.3704          0.0288           0.866
        414.5070        676.2415         -0.6676          0.0115           4.787
       -678.8634       -424.9272         -0.2489         -0.1936           2.837
       -625.0957        442.3350         -0.1430          0.1085           3.153
       -164.3612       -480.5441          0.2871         -0.0022           2.825
        319.2512        550.7898          0.2031          0.0141           3.131
        457.6664        263.2748         -0.1234          0.4729           3.490
       -214.0101        829.2659          0.7445         -0.2176           3.143
       -121.4234        343.3350         -0.0394          0.0497           3.564
        567.1784         84.4916         -0.4933         -0.1397           5.216
        753.8387        818.0038          0.0404         -0.2342           1.116
       -621.7261       -763.4910         -0.1556         -0.4124           5.331
        540.2347        853.7800         -0.3420         -0.1754           4.674
       -566.0706        544.4791         -0.0517          0.1039           5.066
       -866.6606        -76.2096          0.4964          0.1281           2.686
         36.7795       -778.6000          0.7036          0.1058           1.834
       -790.5459        747.3471          0.1167         -0.1812           3.604
       -322.5397        406.6734         -0.1508          0.6086           5.108
        321.1152       -140.4554         -0.1565          0.0506           3.971
        -44.8917       -893.9503          0.2065         -0.7381           4.374
       -547.3688        609.8904          0.0609          0.1926           5.220
        470.5363       -464.0524         -0.0725          0.1595           3.643
       -512.4352        100.9418          0.1595          0.2413           4.166
       -532.4256        223.6380         -0.4480         -0.2502           4.912
        757.9041        894.2839          0.1814          0.1499           5.219
       -131.2321        491.4667         -0.4437         -0.0676           5.372
       -242.8052        729.4527         -0.0080         -0.1475           3.439
       -836.0554        676.6890          0.0537         -0.0061           4.901
        798.4528        275.6430          0.2608         -0.3377           3.033
        352.7646       -760.7595          0.5693          0.0828           4.038
       -139.7214       -818.1013         -0.0124          0.0208           5.923
       -345.3244        270.4201         -0.2819         -0.0034           4.702
        656.5266       -496.4654         -0.2137         -0.1759           5.546
       -220.8207        854.2437         -0.0966          0.0696           5.970
        548.1094        540.8197         -0.0173         -0.0918           3.472
       -243.8344       -291.7338          0.0538          0.1780           0.834
       -156.6755        585.1225          0.0604         -0.1037           1.749
         28.5107        228.9379          0.2948         -0.1133           2.735
       -604.9296        292.6253          0.0117         -0.0326           1.325
        371.4515        126.4995          0.3918          0.2358           1.512
       -665.5503        267.9779         -0.1741          0.0665           5.939
       -653.2522        862.2724         -0.0606         -0.0514           4.360
       -804.1787       -761.0552          0.4483         -0.0215           5.919
         11.0786        879.6541          0.3827         -0.2111           1.432
        222.4440       -656.3788          0.0857          0.0237           2.880
       -340.1798       -833.1863          0.1802          0.0673           4.725
       -192.8960        413.3591          0.4414         -0.1164           0.632
        580.2144       -685.0835         -0.0211         -0.2305           2.362
       -259.8651       -256.3929         -0.4940         -0.4378           3.893
       -101.6012       -245.7119          0.3586         -0.3229           5.779
       -358.4022       -457.2768         -0.0488         -0.0671           2.230
        624.0551       -612.7757          0.3468         -0.0180           1.077
        814.2180       -697.4618         -0.5199          0.5602           1.972
        402.3549       -803.9571         -0.0567         -0.1966           3.606
       -842.2607       -579.5932         -0.2753          0.6765           3.148
        683.9559       -607.0408          0.0966          0.8225           3.381
        649.5661        533.7889         -0.1912         -0.0671           4.674
        283.9631       -599.7142          0.1505          0.1789           0.657
        279.2145       -866.7253         -0.1067         -0.6659           2.704
        648.2747        219.9207         -0.0737          0.0511           1.045
       -127.5277        495.6683         -0.3272          0.2770           3.179
        300.9385        494.1851          0.2080         -0.0212           4.451
       -403.0603        597.1915         -0.3877          0.6354           4.652
        372.0508       -350.0357          0.1995          0.1498           2.136
       -714.3707        -66.8761          0.1232          0.1300           2.782
        684.0329       -633.7117         -0.3838          0.0282           4.080
        377.6779       -139.5585         -0.2746         -0.5536           5.687
         63.3467        815.7661         -0.2533         -0.0786           2.860
        791.1664         42.0999         -0.4924         -0.1195           1.976
       -531.6271       -628.1125         -0.6627          0.3112           2.748
       -357.3984        887.2569          0.1852         -0.0771           2.261
       -357.9639        743.8388          0.0101          0.5378           2.829
        617.9469       -267.1479         -0.0484          0.2265           3.095
        196.1181       -433.5898          0.1671          0.2126           2.925
       -814.5570        767.7040         -0.2392         -0.0488           3.041
       -132.5938       -769.7535         -0.0099          0.1960           3.200
        696.7553       -329.7063          0.0183          0.1456           1.191
        699.5854        716.8384          0.3616         -0.2653           4.210
        420.7061        354.3305         -0.4321          0.0705           1.071
        620.9723        525.2201         -0.2767          0.2964           2.743
       -557.0081         32.9268         -0.0747          0.6194           3.381
        892.5465       -262.3113         -0.3071         -0.2848           0.686
        236.1602        323.0412          0.0611         -0.4596           5.424
        755.9912       -587.9574          0.0222          0.1704           5.578
        388.5793        561.3237         -0.3413         -0.1674           5.723
        487.8744       -880.4335          0.0255         -0.3059           1.716
        458.0234       -395.5779          0.0431          0.2872           2.372
       -411.7001       -810.7892         -0.0289         -0.3292           5.892
       -868.5667       -225.9460          0.3525         -0.6277           0.977
        597.8795       -835.5323          0.0618         -0.1667           2.188
        256.0004        272.1446         -0.2923         -0.0575           3.328
         82.7196        262.3630         -0.0270         -0.1152           4.651
         68.5725       -712.5972          0.3421         -0.4422           4.854
       -728.1360        -16.8075         -0.1203         -0.0294           5.823
        313.3360        194.7658          0.0466         -0.1098           2.778
        569.0764         49.4604          0.0700          0.7963           4.529
       -899.9628        -22.6548         -0.3148          0.3597           0.408
        163.8493        427.5207          0.2085         -0.2193           5.506
        307.6464        769.1511          0.3052          0.1739           1.311
       -104.2714        261.8748          0.1196          0.3352           2.875
       -400.0032       -149.6459         -0.0894          0.0891           0.780
        -99.0769         74.6381          0.0828          0.6650           4.660
        124.6473        899.5217          0.2419         -0.1698           3.539
        699.0474        -44.8706         -0.2935         -0.2111           1.235
       -356.7561         46.2112          0.0182          0.2488           4.311
        249.7500         20.1002         -0.7038         -0.4912           5.613
       -346.6912       -494.2212         -0.4538          0.1428           3.464
       -336.1895        565.3134          0.0891          0.2126           1.370
       -199.8499       -412.9736          0.0387         -0.4662           3.323
        821.8168       -624.1767         -0.2031         -0.1966           2.476
       -815.0969        527.0127          0.1152          0.1758           5.976
        130.1516       -512.9271          0.1873          0.0988           5.232
       -737.1410       -881.6403         -0.6544          0.0086           5.728
        462.5005       -406.5408          0.0973          0.2341           5.652
        248.9327        180.0644          0.6666          0.1249           4.361
       -338.8266        853.3196          0.2252         -0.3062           5.963
        615.4448        616.8569         -0.0268         -0.2847           2.304
        709.1013       -327.8797          0.1748          0.1948           0.423
        831.6603       -851.7929          0.1005          0.4763           5.151
        -39.5169       -467.2698         -0.0146         -0.1143           0.590
        225.5269       -841.8758          0.6212          0.1189           1.908
       -412.1337        813.8673          0.0275         -0.2288           5.194
        837.2685        696.4146         -0.3586          0.4212           4.321
        460.7434       -642.4336         -0.0615          0.2619           1.608
        584.3161       -848.7578          0.1654         -0.0025           3.338
        898.8174        -64.3395          0.2534          0.0633           3.488
        568.8848       -449.2713         -0.1590          0.3162           3.878
       -700.8675       -185.8181          0.1641         -0.2032           3.070
         20.3211       -141.5858          0.4967          0.1613           1.706
       -886.8152        636.2350          0.0588          0.1121           0.719
       -862.0470        568.7505         -0.0616          0.1039           2.252
       -315.7144        452.0795         -0.1964          0.3641           1.435
       -145.9225       -306.7322          0.2813         -0.2695           5.443
       -305.8478        213.3002         -0.1204          0.2551           3.059
       -837.1194       -446.3828         -0.2238         -0.1338           5.753
        727.6593       -885.2787          0.0914         -0.2330           5.229
        415.2993       -318.3503          0.5200          0.5045           5.841
       -531.4154        500.7277          0.2841          0.3212           4.176
        386.6421       -884.3226         -0.2530         -0.5180           3.395
        194.9794        749.7158          0.3498         -0.1802           0.898
       -857.7831         40.4825         -0.2945          0.0136           2.096
       -568.3894       -176.0920          0.2976          0.2803           4.728
       -570.2220        -52.1821         -0.4991          0.5986           5.686
       -418.2785        346.9148         -0.0945          0.6494           2.379
       -211.3174       -479.9730         -0.3131          0.6491           5.302
       -184.3144        810.0520         -0.0892         -0.1725           3.678
        602.4816        -36.7201         -0.1684          0.0267           3.374
        354.7685       -821.1036          0.0930          0.6292           5.766
         -9.7229       -578.6094          0.0856         -0.0456           5.337
        436.2371        808.3378          0.5901         -0.0509           5.862
        292.0775        664.3975          0.4386         -0.2795           5.563
        -78.8279        877.1239         -0.2550         -0.0384           5.420
        593.5412        792.4319          0.1684          0.0774           4.600
        468.1982        102.9172          0.1202          0.0160           4.516
        692.7856        675.5247         -0.0288         -0.2267           3.412
        490.3464       -374.5604         -0.0310         -0.3792           3.178
        100.1080        732.8526          0.1324         -0.0275           2.183
        311.7631       -699.4993          0.0904          0.2611           3.040
       -516.0224       -435.4522         -0.0825         -0.1223           0.630
       -454.7262       -461.5917         -0.3500          0.0724           3.452
       -822.1086         75.6499         -0.0762         -0.2121           1.704
       -447.3426       -734.5517          0.1729         -0.4592           5.070
        612.7908        863.2975         -0.6988          0.3440           2.259
        764.4403       -793.8599         -0.1385         -0.3706           2.204
        -90.2316       -655.8758         -0.3709         -0.6351           4.788
       -103.6914        726.7051          0.2945          0.2305           4.225
        541.0071       -771.1113          0.4947         -0.3272           4.146
        480.3767        720.1862          0.3994         -0.0352           3.483
        788.0485       -786.2694         -0.1698         -0.4209           4.171
        313.4767       -688.5670          0.5199          0.2221           4.987
        315.0957       -691.1424         -0.0259         -0.3854           1.825
       -580.6951       -812.9160         -0.1322         -0.0503           4.309
        403.3094        511.4295          0.0830         -0.3766           3.789
       -608.0889       -780.6435          0.3104         -0.0673           3.294
        544.4481         55.0530         -0.0498          0.1320           3.651
        -64.0449        613.8729          0.5346          0.3279           1.264
       -576.0660       -175.6746          0.1726          0.5514           4.707
        202.5872       -471.1166          0.5372          0.4799           1.339
       -811.7627        -83.7044         -0.2902         -0.0420           0.773
        343.3679        455.8394         -0.7813          0.1561           0.923
        795.0189        484.7451          0.3895         -0.0208           0.932
       -227.5276        662.2487         -0.1682          0.1492           1.323
        781.1702       -400.6715         -0.4383         -0.2288           2.562
       -481.0452       -156.9802          0.5649         -0.3391           0.628
        704.3205        452.4891          0.0589         -0.1540           1.092
       -459.2464        882.6520         -0.0950         -0.6874           1.875
        639.0277        891.1791         -0.2271         -0.0864           1.384
       -341.4183        856.0548          0.4012         -0.0229           2.314
       -648.9687       -605.5606          0.0041         -0.0840           5.952
        207.6628       -410.3375          0.4659          0.7319           5.024
       -379.1992       -122.4700          0.5848         -0.3058           5.814
        798.5853        131.5459         -0.1461          0.1549           2.033
       -364.7782        -50.4808          0.0557         -0.0207           2.074
        707.6033        323.3240          0.6587          0.0619           0.955
        336.0532        308.8183          0.0158         -0.3302           1.829
       -260.2520        544.3322         -0.2661         -0.6953           0.648
        737.6501        174.1561         -0.2311          0.0023           1.004
       -108.1781        413.7180         -0.0102          0.1169           3.937
       -637.4004        226.2226         -0.3546          0.0371           1.774
       -770.4462       -544.1203         -0.5971         -0.2936           3.153
       -832.2217        526.7679         -0.5487          0.2698           0.794
        191.0956        889.8306          0.1349         -0.0165           5.382
        -14.2506       -789.8680         -0.0917          0.4766           1.918
       -791.0957        625.0229          0.6407         -0.2978           1.028
       -526.7289        519.1853          0.3929          0.2427           0.578
        893.2257       -623.2408          0.1559          0.2518           5.214
        454.9673        196.3557          0.2177          0.0554           2.097
       -302.5465        -79.0910         -0.1289          0.0447           5.445
        550.0364       -842.3674          0.3994          0.4947           4.678
       -504.5612       -409.8381          0.5739          0.4218           5.805
       -886.8709       -593.8683         -0.2855         -0.4439           3.646
       -862.1568        422.4738          0.1022          0.0344           3.701
       -672.8374       -463.8780         -0.3114          0.0499           3.005
       -806.5585       -466.1087         -0.1450         -0.0465           1.545
        282.6996       -311.6271         -0.0310          0.3292           5.152
       -827.9160        758.0748          0.0136          0.0140           4.316
        677.1026       -864.0099          0.0138          0.1765           4.280
       -619.2334       -704.3129          0.3101         -0.3596           3.349
       -732.5649       -742.3023          0.2189         -0.2986           0.415
        -69.9770        354.1003          0.2565          0.2279           1.040
        430.4646       -713.3672         -0.0782          0.5589           1.690
        855.3728        277.2352         -0.1327          0.1066           1.905
        545.8480       -112.4166          0.0250          0.2000           5.009
       -816.2865        531.8902          0.0523          0.1996           3.832
        771.8851       -543.1595         -0.0528         -0.1745           3.332
       -503.1934         37.1110          0.1188         -0.0507           5.003
       -531.0462        840.7330          0.6305          0.4030           5.473
       -245.2774        144.1303         -0.4204         -0.2904           1.408
       -140.6126       -786.3313          0.2519          0.3953           5.163
       -667.4879       -539.8080         -0.1647         -0.5695           2.318
        639.2289        721.1909          0.1574          0.1987           1.013
        222.2316        712.3078         -0.1763          0.1983           2.630
        346.3538        188.6408          0.6304         -0.4572           2.244
       -601.1855        868.3018          0.2462          0.7782           1.395
        397.9960       -620.5979         -0.0652         -0.0021           5.245
       -744.1603        521.6972         -0.1038          0.5684           0.777
        431.6030        739.7739          0.1667         -0.1256           0.874
       -217.6558       -313.3747          0.0534         -0.1783           2.213
        728.0108       -830.6821          0.6835         -0.3875           3.815
       -801.2915        362.0432         -0.6725          0.0746           2.398
       -438.9667        304.6381          0.0291          0.0331           1.251
       -444.2555        513.1159         -0.2919          0.1849           1.854
        415.4849        401.2959          0.0698         -0.2484           5.990
        646.0950       -229.4551          0.3302          0.0989           1.129
       -193.3303       -807.9033          0.5226         -0.2304           0.912
       -444.2708        299.1620          0.0268          0.0903           3.780
       -460.3654        544.7583          0.6583          0.4515           2.769
        338.0789        874.9968         -0.0432         -0.1300           2.711
        470.3507       -238.0248          0.1851          0.5317           5.479
       -379.2700       -233.5598         -0.6511         -0.3674           0.884
        526.1167        181.7897          0.1130         -0.4530           4.436
       -737.5674       -119.2063          0.0137          0.1270           4.804
        751.2810        798.7074         -0.1902          0.2570           1.913
        216.6732       -268.5663         -0.0892          0.0724           3.463
        253.5329       -846.7366          0.6593         -0.4044           4.792
        822.4975        866.2115         -0.1527         -0.1519           0.893
        -61.0252        297.1982          0.4744         -0.0968           0.726
        562.9647       -832.9044         -0.0420         -0.3236           3.698
       -540.0567        893.1729         -0.1903          0.5972           2.822
        224.5117       -496.7529          0.4660          0.0387           5.737
        818.4948       -343.8293         -0.0240         -0.0447           1.900
       -510.7733       -623.3351          0.5002         -0.0047           3.398
       -273.5464        491.7106         -0.3452         -0.1062           3.807
       -715.7530       -653.5943         -0.1382         -0.2148           3.804
       -224.0922       -842.7876          0.4347          0.4221           4.592
       -531.3616        613.0449          0.1158          0.1197           2.328
        838.9485       -535.7532         -0.1175          0.1149           3.146
        -38.7983        -35.5428          0.2052         -0.6154           3.162
        -17.9071         -5.1138          0.1721          0.1380           3.456
         58.9474         79.3455          0.4371         -0.7711           4.888
        539.7428       -614.8054          0.0413         -0.0388           5.314
        550.9957        137.5622          0.2981          0.1225           5.603
        892.0158        872.6563          0.1421         -0.0443           2.630
       -652.4492        216.0322          0.0980          0.2109           1.081
        542.0550         35.7613         -0.1588         -0.0762           1.923
        637.0525         74.8079          0.0971         -0.0415           3.959
       -332.6503        333.7266          0.2456          0.4012           3.340
       -101.8556       -887.5089          0.2531         -0.2433           4.859
       -299.1475       -593.9892          0.0335         -0.0875           3.047
       -304.1902        507.9624          0.2486         -0.5445           1.097
       -105.4404        438.3742          0.0443          0.1002           0.763
        477.4751       -682.2462          0.5196          0.0751           4.216
       -470.2779       -575.9210          0.3443          0.5378           2.753
        220.9737        629.7507          0.0056         -0.1157           3.814
       -108.6754        429.6737         -0.4737         -0.4380           1.873
        663.5012       -382.7914         -0.1273          0.2845           2.827
        672.4793        255.3822          0.1438          0.1545           2.772
       -322.0436        119.0352          0.5149         -0.2451           5.836
       -666.9903       -129.2410          0.0429          0.0963           0.567
       -129.1159       -827.8801          0.7879          0.1731           4.849
        857.2808       -108.8271         -0.1131         -0.2120           3.519
        264.0652        893.1697         -0.3978         -0.0817           2.985
       -348.7628        345.9454         -0.2380          0.6869           2.563
        268.3648        646.7880          0.0463         -0.4921           1.167
        480.0824       -891.1545         -0.0186          0.0847           0.627
       -200.8235       -441.5221          0.3587         -0.6909           3.981
       -739.3613        473.9553         -0.0644         -0.1026           0.741
        432.7290        630.1411          0.3532          0.3693           1.670
        592.9896        352.3072          0.6640         -0.3020           3.024
        886.2820        541.7373          0.2250         -0.2456           3.353
       -748.4633       -561.6395         -0.1411          0.7203           4.128
        730.8051         16.2182         -0.3169          0.4956           2.259
       -412.4650       -315.3808         -0.4621         -0.1870           4.201
       -757.4327       -702.0020          0.2049         -0.4722           2.468
        698.7924        369.7163          0.0811         -0.1571           4.174
       -528.1336       -469.2284          0.0364          0.1068           3.409
       -337.8837       -172.3622         -0.0165         -0.0636           2.044
       -357.6919       -770.9490          0.6835         -0.2878           1.596
       -534.9696       -323.5092         -0.0711         -0.1259           2.210
        156.8264       -514.1538          0.2313         -0.1831           2.037
       -801.6719       -490.6589         -0.0400         -0.3534           4.396
       -186.6268        336.9615          0.4808          0.2346           4.494
        554.4870        308.6590         -0.3311          0.3327           2.078
        301.6787        389.1388          0.2686          0.0302           4.496
        449.1873        745.5009          0.2675          0.0682           0.956
        499.8249        144.2346         -0.0628          0.0674           1.311
       -860.9429         59.2718         -0.1054          0.4394           3.979
        122.7676       -791.6638          0.1324          0.1152           1.296
        666.7808        -22.1768         -0.3031         -0.2014           2.586
       -270.8884       -701.2117          0.4772          0.1105           5.515
        547.8299       -470.1117          0.0869         -0.0403           0.574
       -896.0839       -819.5564         -0.0952         -0.3353           5.008
        824.5585        342.2268         -0.6119         -0.4585           1.395
        535.9847        274.2111          0.0918         -0.1576           3.515
        685.4752       -869.8254         -0.0796          0.1099           5.054
       -649.4796       -361.0765         -0.0007         -0.3013           2.684
       -518.6665        404.0912          0.5476         -0.3790           2.608
       -659.5300       -197.3627         -0.5100         -0.3515           5.874
       -452.3770        760.8963         -0.1021          0.2604           3.274
       -380.4722        113.5040          0.2760         -0.3906           4.104
       -162.7638        629.5321          0.1156          0.0932           5.064
        830.5125       -704.9071          0.1638         -0.0530           5.173
        245.4138       -596.5939          0.2170         -0.6244           5.391
       -317.5348        855.4080          0.5883          0.2423           3.201
       -362.6268        857.9332         -0.0839          0.6342           1.024
       -336.2670        251.3336         -0.6618         -0.2504           5.677
       -379.6200        652.7087         -0.0608         -0.0337           5.089
        536.7670       -342.4869         -0.6574          0.4480           5.787
       -854.9456       -608.4398          0.6808         -0.0846           3.212
        343.2985         89.3236         -0.6362         -0.4530           1.663
       -750.8850        -22.4553         -0.4896          0.0205           1.420
       -854.2696        236.9456          0.0545          0.0891           5.377
       -564.5428       -839.6838          0.4624         -0.0853           2.805
       -719.1484        663.9910         -0.1514         -0.6562           5.701
       -804.4246        274.0306          0.0182         -0.5512           4.591
         69.3179       -634.5437          0.4193          0.1169           5.164
       -291.4560        104.9228          0.1756          0.2760           0.997
       -260.9423       -208.3223         -0.1338         -0.1310           4.931
       -322.6047        -59.8737          0.2981         -0.3415           0.863
       -404.5186       -879.5033          0.2495          0.6248           5.767
        -15.2199        554.9819         -0.0056         -0.1024           1.913
       -571.6244       -618.2966          0.1471         -0.5057           1.467
       -419.4106        779.5049          0.4702         -0.1358           4.152
       -492.6813       -361.9352         -0.2632         -0.2011           3.636
       -687.3454       -239.8292          0.0004          0.2673           5.951
        795.3109       -559.6455         -0.1438         -0.5516           2.094
       -394.9471       -622.6780         -0.0276         -0.1083           2.917
        845.5306       -450.2027         -0.4073          0.6962           1.272
       -553.7040        190.2055          0.1327         -0.2109           5.122
        466.1178       -345.3945          0.0619          0.4944           4.212
          0.2630        591.8152          0.0381         -0.0114           5.382
         -6.8153       -840.8010          0.1576         -0.1358           5.344
        -73.2946       -339.0314         -0.6841          0.1392           4.083
       -513.9544        552.4123          0.1825          0.3319           4.897
       -622.2197         25.8599         -0.2760         -0.2343           3.115
        592.5409        561.5627         -0.0288          0.3593           2.377
       -221.0140        -84.8569         -0.3476         -0.3434           5.054
       -713.6016       -639.4007         -0.0609          0.0901           5.536
        116.1015       -280.5612         -0.0269          0.0558           2.650
       -295.1989        834.4100          0.5251         -0.3471           0.868
       -746.1138       -753.1233         -0.0092         -0.0080           1.785
       -858.8947         81.5499          0.1548         -0.6442           5.229
         55.3223        385.5376         -0.1159          0.0609           0.615
       -675.2574        319.5543          0.5177          0.0365           1.817
       -550.2051       -201.2804         -0.4182          0.5458           5.218
       -337.2360        728.7529         -0.5538         -0.2381           2.205
       -241.4821       -107.6670         -0.3808          0.2161           3.362
        498.5312        638.4255         -0.3948         -0.1700           0.751
        519.8814        823.8649          0.2907          0.2627           2.359
        140.7304        640.0018         -0.1472          0.6770           0.431
        797.4644       -430.9976         -0.1292         -0.1195           5.031
         16.7440        451.4293         -0.0161          0.1554           1.878
        352.9744       -810.3275          0.2067          0.3612           3.114
        636.2461        662.2488         -0.1569          0.4961           1.907
        791.0234       -709.7084         -0.0188          0.1891           3.375
        806.5277       -286.9970         -0.1132         -0.1939           5.224
        122.6672       -894.3067          0.1175         -0.0921           4.274
        626.8692       -664.1779         -0.0861         -0.6736           1.574
        557.4166        -26.5011         -0.3177         -0.3172           0.403
        714.5903         88.0257         -0.2125          0.0470           3.562
        122.8453       -826.8629          0.5231          0.4698           4.632
        231.3330        218.7534          0.2700         -0.0471           1.848
        360.8921        776.4833          0.2406          0.0590           4.933
        351.5792       -492.8673         -0.0368          0.2269           3.267
       -899.7587       -716.6494         -0.2058          0.2598           3.118
