  1.1   9.415224  37.810890   2.025
  1.2  12.496854  -3.144030   2.025
  1.3  18.758448 -14.330364   2.025
  2.1 -22.304250  41.469222   5.754
  2.2  13.768470  -3.044868   5.754
  2.3  21.090600 -10.970736   5.754
  3.1 -35.127486  32.645388   3.920
  3.2  14.939388  -3.272682   3.920
  3.3  17.839098  -5.644134   3.920
  4.1 -20.539848  12.960174   1.824
  4.2  -9.550140   9.173076   1.824
  4.3  -0.220080   2.592906   1.824
  4.4   7.111212 -22.186314   1.824
  4.5   9.023064  -0.623898   1.824
  4.6  16.652886 -20.350374   1.824
  4.7  23.056698  28.665978   1.824
  5.1  -4.691940  37.599354   2.498
  5.2  13.350186  -2.264760   2.498
  5.3  23.979312 -10.120770   2.498
  6.1 -19.403532  11.631210   1.335
  6.2  -9.074838   7.483248   1.335
  6.3  -7.801272 -12.747042   1.335
  6.4  -2.386146   3.119778   1.335
  6.5  11.699292  -2.501898   1.335
  6.6  16.937730  29.819352   1.335
  6.7  17.856594 -15.152538   1.335
  7.1 -17.804478   3.541902   4.283
  7.3  31.735506  33.956622   4.283
  8.1 -24.653508 -27.334320   4.546
  8.3  23.526180   7.785534   4.546
  9.1   7.883988  39.025782   2.410
  9.3  19.485672 -14.818992   2.410
 10.1 -41.705076   5.396214   2.727
 10.3  20.074692  -3.695052   2.727
 11.1 -19.344228   6.242544   2.104
 11.3  -1.396614   1.062282   2.104
 11.5  24.770376  31.771542   2.104
 12.1 -41.181594 -10.314666   3.726
 12.3  21.088272   0.528060   3.726
 13.1 -17.859846  20.593506   4.289
 13.3  11.091228 -34.363572   4.289
 14.1 -41.186298 -12.233268   4.740
 14.3  21.916686   1.335918   4.740
 15.1 -16.711890  19.231152   1.411
 15.3  -1.694226 -24.056244   1.411
 15.4   2.138220   7.095978   1.411
 15.6  21.131622  20.051730   1.411
 15.7  27.994746   5.491536   1.411
 16.1 -20.314194   0.885378   2.971
 16.3  -3.361752   2.555712   2.971
 16.5  21.669996  36.001566   2.971
 17.1 -18.564636   0.830004   3.956
 17.3  -2.917680   0.728520   3.956
 17.5  26.332230  36.714060   3.956
 18.1 -23.630898  15.088392   1.472
 18.2 -13.535406 -12.830490   1.472
 18.4  -3.111108   6.112458   1.472
 18.5  10.845066  31.068534   1.472
 18.7  22.264800 -12.775602   1.472
 19.2  13.548204 -15.935742   2.213
 19.3  16.395270  38.664960   2.213
 20.1   1.631244 -12.221466   2.082
 20.3  22.467306  39.283248   2.082
 21.2  11.880612 -16.182552   3.325
 21.3  15.881790  42.721296   3.325
 22.1 -45.251790  -3.105918   4.709
 22.3  20.361474  -1.155876   4.709
 23.1 -15.357636  16.257042   2.430
 23.3  31.123440 -21.408234   2.430
 24.1 -23.577858  14.988540   3.993
 24.3  14.462994 -27.580662   3.993
 24.4  15.501894 -27.450018   3.993
 24.5  29.503518  26.782440   3.993
 25.1 -17.298852 -22.883430   1.830
 25.2  -6.158322  26.395014   1.830
 25.3  -0.874308  26.327928   1.830
 25.5  23.715948   5.522190   1.830
 26.1 -17.636208  40.462032   2.350
 26.3  16.075722  -6.209538   2.350
 27.1   5.402112  41.042202   1.908
 27.3  14.145246  -7.549998   1.908
 28.1 -29.253090 -31.628172   4.898
 28.3  18.367662   6.511830   4.898
 29.1 -17.210346  -1.731864   4.601
 29.3  -4.173912   0.865188   4.601
 29.5  24.987864  39.056322   4.601
 30.2  12.460650  35.054760   1.621
 30.3  17.909538 -14.060010   1.621
 31.1 -26.581338  11.105946   2.737
 31.2 -11.723742 -17.929962   2.737
 31.4  -2.921724   5.622642   2.737
 31.6  15.730824  33.987828   2.737
 31.7  22.262394 -18.903666   2.737
 32.1 -11.887854 -27.160506   2.104
 32.2  -7.951134  26.469306   2.104
 32.4  -2.588112  12.110184   2.104
 32.5   7.054866  26.002206   2.104
 32.7  24.010980   9.330186   2.104
 33.1 -31.134630  -8.788848   1.764
 33.3  21.305208  -2.215926   1.764
 34.1   3.335874  40.082424   2.316
 34.3  18.800214 -12.324606   2.316
 35.1  -9.542088  43.814310   3.865
 35.3  20.030412 -12.330138   3.865
 36.1 -21.468780   9.786372   2.743
 36.3   0.259344   1.217490   2.743
 36.5  26.657880  30.867552   2.743
 37.1 -15.641580  26.326836   3.833
 37.3  -2.600064 -32.262708   3.833
 37.4   1.838664   8.474634   3.833
 38.1 -16.149732 -34.509168   3.818
 38.3  19.475388  13.989468   3.818
 39.1 -21.278376 -24.648078   2.237
 39.3  22.302756   6.856704   2.237
 40.1 -44.435448  12.950796   5.176
 40.3  20.670972  -4.966062   5.176
 41.1 -26.006082  17.566140   5.958
 41.3   0.227016   5.240616   5.958
 41.4   3.013566 -29.172978   5.958
 41.6  25.878708  28.694304   5.958
 41.7  31.422006 -17.086386   5.958
 42.1 -21.207906  10.309248   4.891
 42.3  33.186030  29.003352   4.891
 43.1 -17.954772 -23.261634   4.996
 43.2 -12.102042  33.463950   4.996
 43.3   7.300176  33.241020   4.996
 43.5  30.545760   2.058654   4.996
 44.1 -17.205810  16.414806   2.448
 44.3  35.441856 -13.688244   2.448
 45.1 -34.682340  -7.867848   3.355
 45.3  25.645980  -5.210412   3.355
 46.1 -40.334004  27.029820   4.346
 46.3  17.746902  -4.780356   4.346
 47.1 -16.886634   0.610482   3.156
 47.3  -3.329058  -0.265314   3.156
 47.5  26.206866  36.978636   3.156
 48.1 -17.961342  16.652640   3.975
 48.3  37.243368 -18.253590   3.975
 49.1 -17.055324  10.007658   2.617
 49.3  32.730126  27.442338   2.617
 50.1   1.958766 -12.683160   5.225
 50.3  22.698606  46.208862   5.225
 51.1 -21.259734  34.432656   2.138
 51.3  18.883554  -6.611088   2.138
 52.1 -24.790842  11.899236   5.592
 52.3   0.543642   2.727486   5.592
 52.5  28.311036  30.504978   5.592
 53.1 -17.874846  18.210426   3.927
 53.3  19.417854 -31.813542   3.927
 53.4  26.121738 -28.107882   3.927
 53.5  27.734070 -27.187524   3.927
 54.1 -17.218776  19.926312   2.318
 54.3   6.462702 -30.837168   2.318
 55.1 -20.781192  19.871580   1.503
 55.2 -10.542726 -18.512400   1.503
 55.4  -1.226238   7.200612   1.503
 55.6  12.946206  27.771522   1.503
 55.7  27.165258  -7.203798   1.503
 56.1 -26.836140 -23.768022   2.467
