  1.1  -7.902828  52.963380   1.857
  1.2  28.346088  15.803748   1.857
  1.3  29.559090  13.753566   1.857
  2.1 -13.108734  25.884702   1.512
  2.2  29.021556  25.945092   1.512
  2.3  34.182870  28.797558   1.512
  3.1  -1.640592  53.875542   4.030
  3.2  20.301690   6.131916   4.030
  3.3  24.597498  19.003224   4.030
  4.1 -24.112362 -24.708912   1.747
  4.2 -22.282554   7.999854   1.747
  4.3 -14.238330 -13.904934   1.747
  4.4  -3.215082  -0.856392   1.747
  4.5  10.714794 -22.855104   1.747
  5.1 -36.310122  20.044116   3.383
  5.2  -5.373060 -22.537128   3.383
  5.3  -4.686336 -23.464452   3.383
  6.1  -7.478604  41.848368   2.083
  6.2  18.722358   2.575776   2.083
  6.3  22.937160   1.202946   2.083
  6.4  25.092426  22.090314   2.083
  6.5  42.730434  22.655586   2.083
  7.1   6.966774  35.031018   2.712
  7.2  18.657702  27.263664   2.712
  7.3  46.703694  -6.047862   2.712
  8.1  -2.881338  52.073502   3.300
  8.2  21.175734   5.377038   3.300
  8.3  24.971490  19.265748   3.300
  9.1  11.285256  29.776530   1.588
  9.3  50.089398   0.099954   1.588
 10.1 -38.828292   6.526278   5.447
 10.3   1.869900  -9.166632   5.447
 11.1  10.293126  15.437154   5.500
 11.3  55.675146  23.666922   5.500
 12.1 -26.538090  16.166346   1.670
 12.3  -9.378984 -25.497174   1.670
 13.1 -24.902958 -16.929282   4.135
 13.4  27.395316  37.027914   4.135
 13.5  27.506340 -20.747832   4.135
 14.1  16.148958  35.399178   3.131
 14.3  43.250712 -19.020894   3.131
 15.2 -14.876442  -4.703586   1.901
 15.3   4.936278 -39.927954   1.901
 16.1 -13.345968  41.753736   2.535
 16.3  40.634322  19.823562   2.535
 17.1   4.901256  49.437660   2.917
 17.2  11.291010   8.780286   2.917
 18.1  -6.993624  51.794322   2.651
 18.3  30.930612   8.665374   2.651
 19.1 -24.652680  39.946404   2.658
 19.3  33.986292  20.830278   2.658
 20.1   5.409378  19.985610   1.792
 20.3  47.289306   5.664408   1.792
 21.1  16.274910  42.262566   3.151
 21.3  43.211910  -8.229552   3.151
 22.1 -13.148856  27.844602   1.388
 22.3  34.219296  26.892252   1.388
 23.1   7.340412  15.049968   1.755
 23.3  46.359690   8.416668   1.755
 24.1 -10.782756  35.309136   5.988
 24.2   6.467472   6.176040   5.988
 24.4  33.537360  -6.271326   5.988
 24.5  38.447436  39.227172   5.988
 25.1   6.143694  25.751598   6.354
 25.3  56.489322   1.235670   6.354
 26.1   9.933528  22.750062   1.402
 26.3  51.125550  12.699114   1.402
 27.2  26.454438  36.761874   1.556
 27.3  28.655880  -9.765402   1.556
 28.1 -27.896970  18.889458   2.168
 28.3  -9.141612 -26.274876   2.168
 29.1   7.646592  23.296134   3.357
 29.3  55.930716   6.610032   3.357
 30.1  -5.061756  49.099698   5.538
 30.2  15.427440   4.620996   5.538
 31.1 -29.522004  -9.668736   2.649
 31.3  18.598680 -29.722614   2.649
 32.1   3.397962  16.779270   3.068
 32.3  46.334220   0.790404   3.068
 33.1 -29.367444  22.326702   2.881
 33.3  -8.464710 -25.502676   2.881
 34.1  -2.723928  49.783374   2.849
 34.2  18.921660   5.212422   2.849
 35.1 -15.873510  49.965408   5.322
 35.3  35.095722  11.349066   5.322
 36.1  -9.931020  29.841144   5.846
 36.2   2.876226   9.025182   5.846
 36.4  33.368226  42.313626   5.846
 36.5  35.116368  -8.385300   5.846
 37.1  -0.391110  53.768826   4.108
 37.2  18.797988   6.479736   4.108
 38.1 -25.362882  33.245970   2.775
 38.3  35.772612  24.084162   2.775
 40.1 -13.665240  48.695886   2.050
 40.3  32.653152  14.788140   2.050
 41.1  -2.729778  55.784526   2.807
 41.3  26.366790   8.740176   2.807
 42.1  15.135408  37.445466   2.310
 42.3  43.574976 -11.642160   2.310
 43.1  18.503838  37.303338   4.123
 43.3  39.201450 -21.675354   4.123
 44.1  11.913912  31.665726   1.711
 44.3  48.645528  -4.266522   1.711
 45.1 -27.450372  10.080624   3.617
 45.2 -25.388082 -27.657648   3.617
 45.4  -2.789490  -0.431748   3.617
 45.5  13.505178 -28.797630   3.617
 46.1  -6.292746  46.938546   4.612
 46.2  14.780874   4.211250   4.612
 47.1  13.204746  14.390244   3.163
 47.3  41.314272  47.751216   3.163
