  1   3.663648  28.092444   1.857 3
  2   4.331466  11.422206   1.512 3
  3   8.748828  23.479380   4.030 3
  4  -1.155564  -2.687832   1.747 5
  5 -10.017660   7.208730   3.383 3
  6   8.167194  17.406600   2.083 5
  7  20.369874   6.256890   2.712 3
  8   8.387610  22.690152   3.300 3
  9  25.018794   8.384454   1.588 2
 10  -7.296450  -0.071802   5.447 2
 11  21.633114  17.755254   5.500 2
 12  -4.707174   4.148304   1.670 2
 13   8.476320   0.425682   4.135 3
 14  20.748912  -1.649016   3.131 2
 15  -0.655464 -11.899608   1.901 2
 16   4.023138  18.346404   2.535 2
 17  12.951978  17.852226   2.917 2
 18   5.548644  24.698292   2.651 2
 19  -4.654080  19.719126   2.658 2
 20  19.534278  12.937932   1.792 2
 21  17.584698   5.756430   3.151 2
 22   3.632172  13.090656   1.388 2
 23  17.758272  14.601240   1.755 2
 24   9.732396  11.614710   5.988 4
 25  25.375038   9.130122   6.354 2
 26  24.115242  14.880162   1.402 2
 27  11.773476   5.739366   1.556 2
 28  -4.594602   5.690616   2.168 2
 29  25.284390  11.725884   3.357 2
 30   8.853312  18.950022   5.538 2
 31   3.713712  -5.380572   2.649 2
 32  17.320278  11.382450   3.068 2
 33  -5.050794   7.843338   2.881 2
 34   9.025824  20.913084   2.849 2
 35   1.004190  23.714154   5.322 2
 36  11.317992   9.304920   5.846 4
 37   9.470148  22.906992   4.108 2
 38  -3.276960  14.993340   2.775 2
 40   1.006602  25.187022   2.050 2
 41   7.078644  27.242034   2.807 2
 42  19.773600   2.626332   2.310 2
 43  17.733126  -2.293692   4.123 2
 44  24.225456   5.913552   1.711 2
 45  -0.329208  -2.252232   3.617 4
 46   8.732580  17.893434   4.612 2
 47  19.611762  21.860430   3.163 2
 48  27.997236   6.469032   3.900 2
 49  -5.453370   1.281186   1.469 2
 50  -1.680882  21.240858   3.445 2
 51  10.054404  -6.469704   3.636 2
 52   1.051818  17.336820   4.484 2
 53  22.061112   6.810060   2.617 2
 54  20.558742  16.190112   3.236 2
 55  16.570644  22.668894   1.373 2
 56  -1.419744  17.881638   2.696 2
 57  18.458052  -1.090386   3.577 2
 58  13.473114  22.283142   2.429 2
 59  17.840796  21.930096   2.218 2
 60  23.294568   5.571624   2.262 2
 61   8.950980  25.505544   2.420 2
 62  19.814352  22.660770   2.226 2
 63   9.681654  16.630704   3.747 4
 64  -3.022122  25.133964   5.722 2
 65   0.141186  22.933272   2.579 2
 66   9.755172  23.482824   4.946 2
 67  -6.831312  -7.175082   5.296 2
 68   5.048628  27.171750   6.218 2
 69   9.823146  11.625696   2.672 4
 70  12.373242  23.222352   4.635 2
 71  17.569410   2.001474   2.609 2
 72  -5.636586   2.700720   1.713 2
 73  -2.423142  -2.776458   2.390 4
 74   7.475622 -11.232996   4.652 2
 75   1.306338   6.449538   2.369 4
 76  12.140292   5.263770   3.542 2
 77  24.976206   8.173596   1.707 2
 78  15.118338  22.038450   2.108 2
 79   3.898500   7.919874   3.265 4
 80   6.853896  -2.502474   2.011 2
 81  -8.955534   3.295758   5.810 2
 82   3.610956  16.218444   2.095 2
 83   2.538612  -4.094346   2.525 2
 84   9.863490   6.177282   2.436 4
 85   3.467316   6.413538   3.579 5
 86  -4.120578  14.652918   3.227 2
 87  -0.088980  -5.594112   5.587 2
 88   8.778564  29.479920   5.406 2
 89   7.067832  -7.917168   2.392 2
 90  -7.123254 -10.478046   1.983 3
 91   4.593810  -7.010472   5.779 2
 92 -10.038198  -0.944214   2.195 2
 93   2.989740  -1.679838   2.329 4
 94  13.532310   9.659934   2.241 4
 95  -3.917970  13.908960   2.934 2
 96  26.905098  13.536084   2.817 2
 97  15.360816  16.969740   2.004 4
 98  16.714032  24.338634   3.771 2
 99  11.210910  21.843582   1.706 2
 100  24.354348   8.687922   1.723 2
 101  22.383630  17.893938   1.808 2
 102   9.286932  19.361046   3.296 2
 103  10.212102  24.506796   2.245 2
 104  -0.215778  21.215346   1.739 2
 105  17.197110   5.161926   2.234 2
 106  -1.884912   0.558288   2.963 4
 107   6.735942   4.568130   3.236 4
 108  30.024972   8.198388   4.910 2
 109   1.789722  21.581220   2.251 2
 110  -2.726370  22.187772   3.239 2
 111  23.527566   2.845392   2.881 2
 112  17.077212  13.347132   1.974 2
 113  -9.901308  -0.552678   2.285 2
 114  -8.345808  -1.769016   6.039 2
 115  27.653148   6.563532   2.489 2
 116   3.506568   8.099274   2.565 4
 117  16.482366  15.944988   3.302 2
 118   8.106078  26.862714   2.604 2
 119  25.875690   6.620406   1.948 2
 120   7.031550  10.801938   1.924 4
 121  16.020498   9.736758   2.739 4
 122  14.840622  -0.163758   2.472 2
 123   8.311062   9.737568   4.661 4
 124  16.592736  -0.253380   4.103 2
 125   3.678876  -4.338240   3.685 2
 126  15.623172  10.628988   2.084 4
 127  -2.598642  -6.290952   2.289 2
 128  19.812426  12.905868   2.100 2
 129  25.093056  14.699856   1.793 2
 130  -1.161354  -2.267040   2.607 4
 131  -6.445680  -4.540758   2.912 2
 132  -5.352258  -7.167702   2.120 4
 133   2.207586  30.515358   5.400 2
 134   0.339120  -1.349016   1.726 4
 135  12.857778   5.360712   2.129 2
 136   1.650066   7.497372   5.504 5
